"title","category","url"
"Una pareja no llega a tiempo a Las Vegas y se casa en un vuelo de Southwest","Noticias de EE.UU.","https://cnnespanol.cnn.com/2022/04/30/pareja-capilla-bodas-las-vegas-casaron-vuelo-southwest-trax/"
"Estas son las rutas de cruceros más desafiantes del mundo","Turismo","https://cnnespanol.cnn.com/2022/04/29/rutas-cruceros-desafiantes-trax/"
"¿Viajas con niños pequeños? Prueba estos consejos","Turismo","https://cnnespanol.cnn.com/video/consejos-viajes-ninos-bebes-covid-pkg-digital-original/"
"Estos destinos populares siguen prohibidos para los turistas","Turismo","https://cnnespanol.cnn.com/2022/04/27/destinos-populares-prohibidos-turismo-trax/"
"Miguel Ángel y la Capilla Sixtina regresan a México","CNN Estilo","https://cnnespanol.cnn.com/video/capilla-sictina-en-mexico-donde-ir-perspectivas-mexico/"
"Subastarán recibo de pago de una obra ""invisible"" de Yves Klein","CNN Estilo","https://cnnespanol.cnn.com/2022/03/23/sothebys-recibo-obra-arte-invisible-medio-millon-dolares-subasta-trax/"
"La desoladora 'zona roja' de Fukushima","CNN Estilo","https://cnnespanol.cnn.com/gallery/fukushima-fotos-imagenes-zona-roja-nuclear-orix/"
"Por qué la atleta Eileen Gu es la modelo soñada de la moda de lujo","CNN Estilo","https://cnnespanol.cnn.com/2022/02/11/eileen-gu-atleta-modelo-marcas-lujo-olimpicos-inviernos-beijing-trax/"
"OPINIÓN | Esto es lo que se puede esperar de Putin el 9 de mayo","James Nixey","https://cnnespanol.cnn.com/author/james-nixey/"
"Mariúpol, ¿ganará la paz en Ucrania?","Jorge Dávila Miguel","https://cnnespanol.cnn.com/author/jorge/"
"La mano derecha de la reina Isabel: ¿sabes quién es Angela Kelly?","Mari Rodríguez Ichaso","https://cnnespanol.cnn.com/author/mari-rodriguez-ichaso/"
"OPINIÓN | ¿Quiénes serán los primeros en abandonar el Twitter de Elon Musk?","Kara Alaimo","https://cnnespanol.cnn.com/author/kara-alaimo/"
"Suecia y Finlandia deben entrar cuanto antes en la OTAN","Carlos A. Montaner","https://cnnespanol.cnn.com/author/carlos-alberto-montaner/"
"Pequeños extraños","Wendy Guerra","https://cnnespanol.cnn.com/author/wendy-guerra/"
"Opinión: Qué se revela cuando los estadounidenses se sacan las mascarillas","Richard Galant","https://cnnespanol.cnn.com/author/richard-galant/"
"OPINIÓN | Por qué la victoria de Macron es un gran golpe para Putin","David A. Andelman","https://cnnespanol.cnn.com/author/david-a-andelman/"
"OPINIÓN: Una paz negociada, la única forma de poner fin a guerra en Ucrania","Jeffrey D. Sachs","https://cnnespanol.cnn.com/author/jeffrey-sachs/"
"La Constituyente en Chile, ¿en una dinámica suicida?","Jorge G. Castañeda","https://cnnespanol.cnn.com/author/jorge-g-castaneda/"
